"X_index","X_uuid","reported_date"
213,"c42e894d-5fb0-4d6c-9ee3-27e985df82b8",2020-02-17
214,"3b8d4876-1dce-4d15-8eee-3fcbe3812f98",2020-02-17
215,"85c8a526-6170-473a-8b40-7a2d02f3c046",2020-02-17
216,"452ae4d1-aa18-4594-9e79-fec0c49940f0",2020-02-17
217,"3f2ef831-81d3-464c-81cd-583b351273b3",2020-02-17
218,"0de459ff-cdca-4e4c-aa4e-8c37fa1789bb",2020-02-17
219,"aa27b44d-8958-4c9e-bbc9-1ef66e6d1ae2",2020-02-17
220,"143fef53-abf7-4b14-a7af-5ccf54c0e435",2020-02-17
221,"cc6645fa-21a2-4d70-8793-5805086042db",2020-02-17
222,"223feb65-f56b-4f7b-8a20-bde0d20fe23e",2020-02-17
223,"4d054fdf-43df-4940-8237-7d5f8d25f3ff",2020-02-17
224,"4f372a3f-49e2-445c-aa27-679223236859",2020-02-17
225,"53ed6be7-893d-42db-9de9-9fdeb19bc830",2020-02-17
226,"7d84f178-1176-4c05-8a61-2dd4ffd6c00f",2020-02-17
227,"32f5a48a-2925-40c1-8c52-b19f44cbbac4",2020-02-17
228,"c3b0c57e-622a-4d45-9ba9-ef20114940cb",2020-02-17
229,"f895bfad-0de9-45d4-8e72-8c26cdf6ffed",2020-02-17
230,"d53daecd-0aad-4afb-9274-3f9c9a857764",2020-02-17
231,"54b3b3ce-f045-4c26-9184-0576067e2af7",2020-02-17
232,"18f73590-47b7-4ed1-acb1-ca291b74abdf",2020-02-17
233,"18b21914-cf45-4b7a-b513-8109cc6b6dc4",2020-02-17
234,"7d0d5f1c-2dab-404b-98ba-5631b8468c3b",2020-02-17
235,"106100d6-d41a-4091-8911-2bf68a4ea045",2020-02-17
236,"26ed7dd2-4e01-45b4-8f18-3587abfa4118",2020-02-17
237,"5cefffad-302a-4723-bd19-07e777a20809",2020-02-17
238,"da2ff6c0-f7ee-4393-97c5-613780144b92",2020-02-17
239,"33cc4fb4-bf45-4598-be3d-2131c5bebb19",2020-02-17
240,"7214008f-81eb-41c2-bdb6-c1605929c6fe",2020-02-17
241,"9608584f-3126-4da2-9067-5ba25a92304b",2020-02-17
242,"9b754f95-ae41-44c8-bae7-e49216ea8d06",2020-02-17
243,"d86d28fd-8585-4f31-b9dc-abb90d91baa0",2020-02-17
244,"4461b1f9-ae5d-4225-998e-c7ca57f7663a",2020-02-17
245,"a8facbdc-fb56-4f98-a521-51135e8afcb3",2020-02-17
246,"42ec3736-2265-4948-826e-1115d02fb41d",2020-02-17
247,"08635326-a19f-41b1-88ca-840ba2c42760",2020-02-17
248,"71c2703c-33af-47a1-8410-3569bfe16513",2020-02-17
249,"70b925d9-8ba8-4507-b8fa-d1a47d133f82",2020-02-17
