"X_index","X_uuid","reported_date"
110,"0bb8c579-f0f9-406a-8f03-32813063c634",2020-02-16
111,"646e09ad-9053-412c-8f94-a72ad0387736",2020-02-16
112,"69d84829-1799-4223-86c0-9e64bd7aab4a",2020-02-16
113,"0dc1c52d-d966-44a9-8385-37cb53ff5c18",2020-02-16
114,"08fa018c-52e3-454d-ace0-bf289f51b75f",2020-02-16
115,"21ab90c9-ad34-4a38-8d56-f8231652b0f1",2020-02-16
116,"673e8a63-598f-4958-ae69-3b248c0d312a",2020-02-16
117,"0ade566d-2b3d-4106-9f1b-477a0593f1f9",2020-02-16
118,"35bdf296-e736-4629-a8a5-91a0444c5278",2020-02-16
119,"25af3266-6e33-4542-a633-8958219f4fb9",2020-02-16
120,"e56d80e6-3ccd-4d69-9981-9bdd01682bc0",2020-02-16
121,"bb31fdb1-bcb9-438b-a978-1770981ccf51",2020-02-16
122,"0e0c0838-4cab-4082-8ccc-2c8ff4c32ca9",2020-02-16
123,"939de61c-2687-490f-aec9-fd06e72836c1",2020-02-16
124,"bfeccee6-0f59-45b0-aad0-62e1901206a9",2020-02-16
125,"6c039fa6-d07b-48bd-8276-73a0a304ed6b",2020-02-16
126,"39a07de5-2da0-4f43-ad7e-23a1166d4586",2020-02-16
127,"1d8d1307-0d67-4559-9f16-9e627564868d",2020-02-16
128,"60ae30b6-fcfa-47d2-a3a9-566273e0a2f3",2020-02-16
129,"cab4a315-c337-42fa-a646-6257e7655a1b",2020-02-16
130,"a860d579-180d-40bf-a75c-e5897061094e",2020-02-16
131,"32f3ff61-9212-4623-971c-7a5fe6b5d081",2020-02-16
132,"d2ca8dc0-8714-4d8f-9561-1b7c82948ae1",2020-02-16
133,"b4b99ffd-4463-4147-93a8-02f0ab35a415",2020-02-16
134,"1393816b-ebf5-4856-bf20-2eb7716446a1",2020-02-16
135,"f499aff5-4128-485b-a16e-251e777acb48",2020-02-16
136,"e5a924e6-fd35-426c-9533-32123eb2fbcf",2020-02-16
137,"f75f6d34-c936-40de-b497-c53f2f49ec25",2020-02-16
138,"123e8dc8-30e8-49b5-95ad-0db077f6323d",2020-02-16
139,"cde95eee-2176-48a2-ad88-c0a88c0b2a33",2020-02-16
140,"98de2589-9d5d-4772-ba07-fb5a109247e7",2020-02-16
141,"9469ef8c-8816-49cc-80d9-4d22fa6e2541",2020-02-16
142,"51048129-348b-4a1f-a3cb-ed7c3b0b6ae3",2020-02-16
143,"2abfae69-8fcd-4b90-9d36-b4c50cce061c",2020-02-16
144,"ff44b93a-f987-4295-bf3c-1b7e946d4de6",2020-02-16
145,"3074ab1e-e3f0-448f-97a3-2247b2429a68",2020-02-16
146,"5b571fed-1e23-4bf8-93d2-f44363285a3f",2020-02-16
147,"ea89dfe8-1ecc-4b63-bd89-ceccdce81fc1",2020-02-16
148,"335aec84-53c9-425b-a105-e30b50824bd0",2020-02-16
149,"ef0fda8e-958a-4980-9af4-d1a796da0faa",2020-02-16
150,"8beb8b8f-908b-439b-96d2-d41221e8a97a",2020-02-16
151,"684438c9-8a8f-46ba-acc0-dd684675ce01",2020-02-16
152,"e54ec74c-388b-4041-b033-ce2fab2e5c57",2020-02-16
153,"8c354b2d-370c-406c-8d35-c6c873b22474",2020-02-16
154,"0f076962-538e-4495-8d9f-606944d74b16",2020-02-16
155,"a7d74d70-0e30-49c5-a3b3-0f91a599ad15",2020-02-16
156,"2f8b623e-45c5-4d48-bff4-1b2cde8e8225",2020-02-16
157,"51deff0c-fecb-4a57-a854-9369c33f4be6",2020-02-16
